Timestamp,Serial,Latitude,Longitude,PM 2.5,PM 2.5 AQI,CO2,VOC,Temperature,Relative Humidity
2024-06-11T12:42:22Z,81442318094,51.12099764,71.41483693,3,13,1077,0.27,23.1,66
2024-06-11T12:57:22Z,81442318094,51.12099764,71.41483693,3,13,1098,0.289,23.2,66
2024-06-11T13:12:22Z,81442318094,51.12099764,71.41483693,3,13,1058,0.204,23.1,66
2024-06-11T13:27:22Z,81442318094,51.12099764,71.41483693,3,13,1065,0.216,23.1,66
2024-06-11T13:42:22Z,81442318094,51.12099764,71.41483693,3,13,1055,0.257,23.1,66
2024-06-11T13:57:21Z,81442318094,51.12099764,71.41483693,3,13,1042,0.268,23.1,66
2024-06-11T14:12:21Z,81442318094,51.12099764,71.41483693,3,13,1053,0.284,23.1,66
2024-06-11T14:27:21Z,81442318094,51.12099764,71.41483693,3,13,1097,0.354,23.0,66
2024-06-11T14:42:21Z,81442318094,51.12099764,71.41483693,3,13,1108,0.388,23.0,66
2024-06-11T14:57:21Z,81442318094,51.12099764,71.41483693,3,13,1099,0.381,23.0,66
2024-06-11T15:12:21Z,81442318094,51.12099764,71.41483693,3,13,1165,0.428,23.1,67
2024-06-11T15:27:21Z,81442318094,51.12099764,71.41483693,3,13,1288,0.498,23.1,67
2024-06-11T15:42:21Z,81442318094,51.12099764,71.41483693,3,13,1406,0.553,23.1,67
2024-06-11T15:57:21Z,81442318094,51.12099764,71.41483693,4,17,1518,0.604,23.1,68
2024-06-11T16:12:21Z,81442318094,51.12099764,71.41483693,5,21,1672,0.643,23.2,68
2024-06-11T16:27:21Z,81442318094,51.12099764,71.41483693,5,21,1788,0.67,23.2,69
2024-06-11T16:42:21Z,81442318094,51.12099764,71.41483693,5,21,1873,0.691,23.2,69
2024-06-11T16:57:21Z,81442318094,51.12099764,71.41483693,5,21,1954,0.705,23.2,69
2024-06-11T17:12:21Z,81442318094,51.12099764,71.41483693,5,21,2008,0.71,23.2,69
2024-06-11T17:27:21Z,81442318094,51.12099764,71.41483693,5,21,2074,0.716,23.2,70
2024-06-11T17:42:21Z,81442318094,51.12099764,71.41483693,6,25,2151,0.727,23.2,70
2024-06-11T17:57:21Z,81442318094,51.12099764,71.41483693,6,25,2214,0.734,23.2,70
2024-06-11T18:12:21Z,81442318094,51.12099764,71.41483693,6,25,2248,0.734,23.2,70
2024-06-11T18:27:21Z,81442318094,51.12099764,71.41483693,5,21,2247,0.735,23.2,70
