Timestamp,Serial,Latitude,Longitude,PM 2.5,PM 2.5 AQI,CO2,VOC,Temperature,Relative Humidity
2024-06-29T08:00:20Z,81442318060,51.14450429,71.47185264,18,63,480,0.056,26.1,53
2024-06-29T08:01:20Z,81442318060,51.14450429,71.47185264,18,63,483,0.06,26.1,53
2024-06-29T08:02:20Z,81442318060,51.14450429,71.47185264,18,63,488,0.061,26.1,53
2024-06-29T08:03:20Z,81442318060,51.14450429,71.47185264,19,66,495,0.061,26.1,53
2024-06-29T08:04:20Z,81442318060,51.14450429,71.47185264,18,63,503,0.063,26.1,53
2024-06-29T08:05:20Z,81442318060,51.14450429,71.47185264,19,66,509,0.064,26.1,53
2024-06-29T08:06:20Z,81442318060,51.14450429,71.47185264,19,66,511,0.064,26.1,53
2024-06-29T08:07:20Z,81442318060,51.14450429,71.47185264,19,66,508,0.064,26.2,53
2024-06-29T08:08:20Z,81442318060,51.14450429,71.47185264,19,66,506,0.063,26.2,53
2024-06-29T08:09:20Z,81442318060,51.14450429,71.47185264,19,66,504,0.061,26.2,53
2024-06-29T08:10:20Z,81442318060,51.14450429,71.47185264,20,68,497,0.061,26.2,52
2024-06-29T08:11:20Z,81442318060,51.14450429,71.47185264,20,68,497,0.103,26.2,53
2024-06-29T08:12:20Z,81442318060,51.14450429,71.47185264,21,70,506,0.15,26.2,53
2024-06-29T08:13:20Z,81442318060,51.14450429,71.47185264,21,70,505,0.104,26.2,53
2024-06-29T08:14:20Z,81442318060,51.14450429,71.47185264,21,70,498,0.076,26.2,52
2024-06-29T08:15:20Z,81442318060,51.14450429,71.47185264,21,70,489,0.069,26.2,53
2024-06-29T08:16:20Z,81442318060,51.14450429,71.47185264,22,72,489,0.108,26.2,53
2024-06-29T08:17:20Z,81442318060,51.14450429,71.47185264,24,76,497,0.146,26.2,54
2024-06-29T08:18:20Z,81442318060,51.14450429,71.47185264,24,76,502,0.128,26.2,54
2024-06-29T08:19:20Z,81442318060,51.14450429,71.47185264,24,76,501,0.106,26.2,53
2024-06-29T08:20:20Z,81442318060,51.14450429,71.47185264,24,76,495,0.097,26.2,54
2024-06-29T08:21:20Z,81442318060,51.14450429,71.47185264,24,76,493,0.09,26.3,53
2024-06-29T08:22:20Z,81442318060,51.14450429,71.47185264,24,76,489,0.086,26.3,53
2024-06-29T08:23:20Z,81442318060,51.14450429,71.47185264,24,76,485,0.085,26.3,54
2024-06-29T08:24:20Z,81442318060,51.14450429,71.47185264,25,78,483,0.094,26.3,54
2024-06-29T08:25:20Z,81442318060,51.14450429,71.47185264,26,80,481,0.096,26.3,54
2024-06-29T08:26:20Z,81442318060,51.14450429,71.47185264,25,78,481,0.103,26.3,54
2024-06-29T08:27:20Z,81442318060,51.14450429,71.47185264,25,78,481,0.106,26.3,54
2024-06-29T08:28:20Z,81442318060,51.14450429,71.47185264,24,76,479,0.106,26.3,54
2024-06-29T08:29:20Z,81442318060,51.14450429,71.47185264,22,72,476,0.109,26.3,54
2024-06-29T08:30:20Z,81442318060,51.14450429,71.47185264,22,72,473,0.112,26.3,54
2024-06-29T08:31:20Z,81442318060,51.14450429,71.47185264,21,70,470,0.114,26.3,54
2024-06-29T08:32:20Z,81442318060,51.14450429,71.47185264,20,68,467,0.119,26.3,53
2024-06-29T08:33:20Z,81442318060,51.14450429,71.47185264,20,68,468,0.124,26.3,53
2024-06-29T08:34:20Z,81442318060,51.14450429,71.47185264,20,68,469,0.124,26.3,53
2024-06-29T08:35:20Z,81442318060,51.14450429,71.47185264,20,68,468,0.124,26.3,53
2024-06-29T08:36:20Z,81442318060,51.14450429,71.47185264,20,68,466,0.123,26.3,53
2024-06-29T08:37:20Z,81442318060,51.14450429,71.47185264,19,66,464,0.124,26.3,53
